# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0493278575 
1.11 4.4412740451 
1.17 4.8786119654 
1.23 3.2997336104 
1.29 1.9465775979 
1.35 1.1061458375 
1.41 0.549674946 
1.47 0.2525824027 
1.53 0.0995180493 
1.59 0.0341448797 
1.65 0.0200445073 
1.71 0.0200710475 
1.77 0.0447748267 
1.83 0.15344929 
1.89 0.4179991136 
1.95 1.0051636722 
2.01 1.6966707317 
2.07 1.9616156628 
2.13 1.7701276125 
2.19 1.3982196538 
2.25 1.5570169824 
2.31 1.8145411757 
2.37 1.7996731287 
2.43 1.5639198009 
2.49 1.157833438 
2.55 0.770122872 
2.61 0.4478171579 
2.67 0.2236681449 
2.73 0.1008043797 
2.79 0.0650866988 
2.85 0.0779486499 
2.91 0.1970724799 
2.97 0.5114080782 
3.03 1.116864367 
3.09 1.7721158296 
3.15 2.2379791402 
3.21 2.2124774359 
3.27 1.8377312217 
3.33 1.2761635547 
3.39 0.993289174 
3.45 0.8781598933 
3.51 0.9675087029 
3.57 0.9893539097 
3.63 0.9788458346 
3.69 0.8097132291 
3.75 0.5899136305 
3.81 0.3794936536 
3.87 0.2626718777 
3.93 0.2642191134 
3.99 0.4169564617 
4.05 0.6932093777 
4.11 1.0881757461 
4.17 1.517867387 
4.23 1.8529031998 
4.29 2.0448888461 
4.35 1.946534228 
4.41 1.606763688 
4.47 1.1609417156 
4.53 0.8229443645 
4.59 0.6074407711 
4.65 0.5469966691 
4.71 0.6180650702 
4.77 0.698465567 
4.83 0.7076183222 
4.89 0.6532504682 
4.95 0.577634794 
5.01 0.5923898099 
5.07 0.7121540185 
5.13 0.9578147144 
5.19 1.2137868405 
5.25 1.423613853 
5.31 1.5231667434 
5.37 1.5907462095 
5.43 1.5987965362 
5.49 1.519147971 
5.55 1.3347433972 
5.61 1.0825368735 
5.67 0.8055122465 
5.73 0.5651093696 
5.79 0.4320768039 
5.85 0.4091911118 
5.91 0.5073519926 
5.97 0.5971636339 
6.03 0.7124050819 
6.09 0.8708713351 
6.15 1.0315218906 
6.21 1.233483544 
6.27 1.3799259836 
6.33 1.4974679054 
6.39 1.4362389274 
6.45 1.3665710025 
6.51 1.2512174964 
6.57 1.1612413211 
6.63 1.1255077245 
6.69 1.0698007407 
6.75 0.9780122703 
6.81 0.8041794333 
6.87 0.6197579315 
6.93 0.4672549333 
6.99 0.4049480662 
7.05 0.4797485036 
7.11 0.6395619648 
7.17 0.9015755732 
7.23 1.1842705412 
7.29 1.3845013059 
7.35 1.5350217955 
7.41 1.54111959 
7.47 1.4794538374 
7.53 1.3444345085 
7.59 1.1374723457 
7.65 0.9875942814 
7.71 0.8669201561 
7.77 0.8322770873 
7.83 0.8440703896 
7.89 0.8329852409 
7.95 0.7949869933 
8.01 0.6880658501 
8.07 0.5998238306 
8.13 0.5947830376 
8.19 0.6716482293 
8.25 0.8762097058 
8.31 1.1338369885 
8.37 1.3646585747 
8.43 1.5143205983 
8.49 1.5253751083 
8.55 1.4705144171 
8.61 1.3361138005 
8.67 1.172551983 
8.73 0.9924389957 
8.79 0.8403423131 
8.85 0.71146142 
8.91 0.659325616 
8.97 0.6621505082 
9.03 0.6929948932 
9.09 0.7742329787 
9.15 0.7967087137 
9.21 0.8409121059 
9.27 0.9079022296 
9.33 1.0025901842 
9.39 1.1588695198 
9.45 1.275392556 
9.51 1.3722690859 
9.57 1.3933345186 
9.63 1.3490131289 
9.69 1.2702075098 
9.75 1.1565302488 
9.81 1.019816786 
9.87 0.9001923029 
9.93 0.7759176999 
9.99 0.6594448677 
10.05 0.5835429657 
10.11 0.5829808189 
10.17 0.6599224776 
10.23 0.7939113266 
10.29 0.9637549927 
10.35 1.1014832194 
10.41 1.2286320558 
10.47 1.3003246912 
10.53 1.314960836 
10.59 1.2957254184 
10.65 1.2531519116 
10.71 1.1918859586 
10.77 1.1207573296 
10.83 1.0387199224 
10.89 0.9697919977 
10.95 0.9074892915 
11.01 0.8344733133 
11.07 0.7528912481 
11.13 0.6779076208 
11.19 0.6364072752 
11.25 0.6405014284 
11.31 0.7370803004 
11.37 0.9298388164 
11.43 1.1306737973 
11.49 1.2984000159 
11.55 1.3986851855 
11.61 1.4159664303 
11.67 1.3541441818 
11.73 1.214166308 
11.79 1.0939264092 
11.85 1.0062897971 
11.91 0.9211080303 
11.97 0.8584152412 
