# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0535896951 
1.11 4.1081043886 
1.17 4.2422052321 
1.23 2.8191031386 
1.29 1.9260566938 
1.35 1.3381184466 
1.41 0.8717395271 
1.47 0.6174248727 
1.53 0.4623424673 
1.59 0.3626266673 
1.65 0.2949647679 
1.71 0.2717946257 
1.77 0.258039749 
1.83 0.3270488842 
1.89 0.486405746 
1.95 0.7071591231 
2.01 1.0423450188 
2.07 1.2359520582 
2.13 1.3774815986 
2.19 1.4622045068 
2.25 1.7629385748 
2.31 1.7801016184 
2.37 1.6255746399 
2.43 1.4236454347 
2.49 1.1897734053 
2.55 0.9740715163 
2.61 0.7873261366 
2.67 0.6711028208 
2.73 0.5538315639 
2.79 0.4874409703 
2.85 0.4564098432 
2.91 0.4997352071 
2.97 0.6264433593 
3.03 0.8084278032 
3.09 1.0611516407 
3.15 1.279192981 
3.21 1.4374058397 
3.27 1.4146070467 
3.33 1.3886797314 
3.39 1.3578499165 
3.45 1.2761972838 
3.51 1.1650657871 
3.57 1.1252198388 
3.63 0.9969052216 
3.69 0.9072224431 
3.75 0.8260607905 
3.81 0.7564701409 
3.87 0.6843166136 
3.93 0.6677328071 
3.99 0.6924902155 
4.05 0.7623449888 
4.11 0.8603866438 
4.17 1.0092317002 
4.23 1.1343324882 
4.29 1.2549118995 
4.35 1.3274789042 
4.41 1.3122349884 
4.47 1.2643767592 
4.53 1.2016545412 
4.59 1.1184420911 
4.65 1.0332910413 
4.71 0.9755993127 
4.77 0.8965320056 
4.83 0.8404595034 
4.89 0.8219278385 
4.95 0.8208228777 
5.01 0.7988861184 
5.07 0.8258982053 
5.13 0.8693724322 
5.19 0.9425365707 
5.25 0.9982994624 
5.31 1.0887213089 
5.37 1.1489532643 
5.43 1.1942615621 
5.49 1.2022407498 
5.55 1.1933253229 
5.61 1.1522956796 
5.67 1.0875176695 
5.73 1.0443741383 
5.79 0.9691833925 
5.85 0.918270043 
5.91 0.8810027166 
5.97 0.8627230947 
6.03 0.8322036093 
6.09 0.8538832739 
6.15 0.9074600915 
6.21 0.9407027281 
6.27 0.9946377941 
6.33 1.028271034 
6.39 1.0767114364 
6.45 1.0851630008 
6.51 1.1206240592 
6.57 1.1129482957 
6.63 1.1204015845 
6.69 1.1116639354 
6.75 1.0694121372 
6.81 1.0194275193 
6.87 1.0036101091 
6.93 0.9525299401 
6.99 0.9091220997 
7.05 0.8793063506 
7.11 0.8730166282 
7.17 0.8912930456 
7.23 0.9147241426 
7.29 0.9693459621 
7.35 1.0266552714 
7.41 1.0425039871 
7.47 1.0453805796 
7.53 1.0807222823 
7.59 1.0874876137 
7.65 1.0951020754 
7.71 1.0626000556 
7.77 1.0660568509 
7.83 1.0242892779 
7.89 1.0162221471 
7.95 0.9767480271 
8.01 0.9727159156 
8.07 0.9636727525 
8.13 0.9171010714 
8.19 0.9234987412 
8.25 0.9020784373 
8.31 0.9463057247 
8.37 0.9872796869 
8.43 1.0112866106 
8.49 1.023592441 
8.55 1.046323839 
8.61 1.0660224423 
8.67 1.0543464857 
8.73 1.0678596376 
8.79 1.050677267 
8.85 1.0376087954 
8.91 1.0343942979 
8.97 0.9961100663 
9.03 0.9901388088 
9.09 0.9639070565 
9.15 0.954232007 
9.21 0.9465872996 
9.27 0.9416429944 
9.33 0.9546202916 
9.39 0.9763036954 
9.45 0.9841790031 
9.51 1.0018675714 
9.57 1.0089493317 
9.63 1.0357487227 
9.69 1.0426084075 
9.75 1.0346933433 
9.81 1.0589067493 
9.87 1.0364771225 
9.93 1.0271971488 
9.99 1.0247584469 
10.05 1.0070063596 
10.11 0.9743580922 
10.17 0.9732084071 
10.23 0.9678576093 
10.29 0.9681085651 
10.35 0.9465394626 
10.41 0.9610203373 
10.47 0.994040684 
10.53 0.9976066649 
10.59 0.9959568233 
10.65 1.0197137752 
10.71 1.0150928107 
10.77 1.0234831102 
10.83 1.0307682975 
10.89 1.0360942798 
10.95 1.0283482084 
11.01 1.0200892043 
11.07 1.0201053928 
11.13 1.006136348 
11.19 0.9806927259 
11.25 0.9884538059 
11.31 0.9644723635 
11.37 0.9816207877 
11.43 0.9665581127 
11.49 0.9674256488 
11.55 0.9870120934 
11.61 0.9907232798 
11.67 1.0072959043 
11.73 1.0015205045 
11.79 1.0131588661 
11.85 1.0175258558 
11.91 1.0239350027 
11.97 1.025701147 
