# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0431501441 
1.11 4.1344383911 
1.17 4.1778726145 
1.23 2.8309855544 
1.29 1.9606124169 
1.35 1.3235030752 
1.41 0.9033543376 
1.47 0.6472521612 
1.53 0.4508794309 
1.59 0.3235604231 
1.65 0.296293438 
1.71 0.2611108747 
1.77 0.2691870661 
1.83 0.339827351 
1.89 0.4635933939 
1.95 0.7157784446 
2.01 0.9972627787 
2.07 1.2793745384 
2.13 1.3675321674 
2.19 1.5129245171 
2.25 1.7103232378 
2.31 1.776305418 
2.37 1.6249579575 
2.43 1.4098119556 
2.49 1.2200019847 
2.55 1.009606929 
2.61 0.8072052815 
2.67 0.6549547513 
2.73 0.5321494196 
2.79 0.4604627758 
2.85 0.4615380437 
2.91 0.5072689037 
2.97 0.6178316084 
3.03 0.8031218928 
3.09 1.0514553587 
3.15 1.3019280032 
3.21 1.4189658852 
3.27 1.4273452144 
3.33 1.3935076318 
3.39 1.3546164273 
3.45 1.2702664084 
3.51 1.1871345815 
3.57 1.0957434595 
3.63 1.019452351 
3.69 0.9450481333 
3.75 0.8377530877 
3.81 0.7244390776 
3.87 0.6782740828 
3.93 0.6456052092 
3.99 0.6633693628 
4.05 0.7446621938 
4.11 0.8584308155 
4.17 1.0337658967 
4.23 1.161801094 
4.29 1.2654731236 
4.35 1.327646897 
4.41 1.3352682835 
4.47 1.2653576566 
4.53 1.2090751491 
4.59 1.1012475365 
4.65 1.0105036343 
4.71 0.9638077179 
4.77 0.8994428238 
4.83 0.8811586225 
4.89 0.8116163802 
4.95 0.8079790664 
5.01 0.8012199102 
5.07 0.8060074632 
5.13 0.856409481 
5.19 0.939157294 
5.25 1.0186217884 
5.31 1.1015200805 
5.37 1.1413325865 
5.43 1.1821493759 
5.49 1.1889298469 
5.55 1.2095207344 
5.61 1.1728770404 
5.67 1.1255382565 
5.73 1.0467972802 
5.79 0.9535330811 
5.85 0.9051536841 
5.91 0.8681431682 
5.97 0.8395882103 
6.03 0.8501395543 
6.09 0.8626428971 
6.15 0.8683669436 
6.21 0.9412911086 
6.27 0.9983673944 
6.33 1.0301181584 
6.39 1.0569269352 
6.45 1.1268564633 
6.51 1.1093987356 
6.57 1.1167300508 
6.63 1.1442094293 
6.69 1.1148316916 
6.75 1.0754748097 
6.81 1.0496884204 
6.87 0.9707414792 
6.93 0.9330216883 
6.99 0.891035839 
7.05 0.883245245 
7.11 0.8958338746 
7.17 0.8931276111 
7.23 0.9166445579 
7.29 0.9488964712 
7.35 0.9872832505 
7.41 1.0494073339 
7.47 1.0617177083 
7.53 1.0770344728 
7.59 1.1020259608 
7.65 1.1006425429 
7.71 1.0875276994 
7.77 1.0651163508 
7.83 1.0280224507 
7.89 1.0240021927 
7.95 1.0032211526 
8.01 0.9581187906 
8.07 0.9245535429 
8.13 0.9121573726 
8.19 0.9067240781 
8.25 0.919262571 
8.31 0.9374239407 
8.37 0.9703419208 
8.43 0.994209338 
8.49 1.0410654704 
8.55 1.0592298102 
8.61 1.0759527469 
8.67 1.0553579301 
8.73 1.0726309788 
8.79 1.0648935838 
8.85 1.0589125571 
8.91 1.0218457467 
8.97 0.9954583218 
9.03 0.9836646686 
9.09 0.9660776562 
9.15 0.9409743477 
9.21 0.9238945949 
9.27 0.9493684874 
9.33 0.9550119146 
9.39 0.966420031 
9.45 0.9745900822 
9.51 1.0030970454 
9.57 1.0163562858 
9.63 1.0431095277 
9.69 1.0562584705 
9.75 1.0601765549 
9.81 1.0609180389 
9.87 1.0421781539 
9.93 1.0341883889 
9.99 1.0183212463 
10.05 0.9889734636 
10.11 0.9885975984 
10.17 0.949352442 
10.23 0.9628572379 
10.29 0.9417611268 
10.35 0.949151872 
10.41 0.9627753051 
10.47 0.9784760812 
10.53 1.0094738468 
10.59 1.0135532336 
10.65 1.0184100566 
10.71 1.0247818058 
10.77 1.0481813237 
10.83 1.0330624925 
10.89 1.0458915444 
10.95 1.0270802081 
11.01 1.0303770452 
11.07 1.0020177155 
11.13 1.002459525 
11.19 0.9735744261 
11.25 0.974942707 
11.31 0.9627924358 
11.37 0.9540482533 
11.43 0.9654712303 
11.49 0.956740782 
11.55 0.9876447934 
11.61 0.9934927731 
11.67 1.0216983697 
11.73 1.0365949038 
11.79 1.0258032077 
11.85 1.0258510673 
11.91 1.0356542971 
11.97 1.0312566976 
