# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0535896951 
1.11 4.1133711891 
1.17 4.1959856816 
1.23 2.8066266021 
1.29 1.9640113404 
1.35 1.3516511979 
1.41 0.9147564004 
1.47 0.6388010961 
1.53 0.4422821536 
1.59 0.3350504949 
1.65 0.2807922866 
1.71 0.2457262732 
1.77 0.2526725222 
1.83 0.3422233135 
1.89 0.4829258957 
1.95 0.7266462849 
2.01 1.0048976742 
2.07 1.2574867842 
2.13 1.3754230956 
2.19 1.4595350326 
2.25 1.8064599029 
2.31 1.7747236679 
2.37 1.6379082866 
2.43 1.398384299 
2.49 1.2026865849 
2.55 0.9861077045 
2.61 0.7957257753 
2.67 0.6330590638 
2.73 0.5364323123 
2.79 0.4767020774 
2.85 0.4605124036 
2.91 0.491699264 
2.97 0.6330867099 
3.03 0.8289279116 
3.09 1.0618611247 
3.15 1.257385919 
3.21 1.4166893476 
3.27 1.4306973638 
3.33 1.3981160823 
3.39 1.368628214 
3.45 1.292295374 
3.51 1.2144082803 
3.57 1.0767066313 
3.63 0.9934828894 
3.69 0.9072224431 
3.75 0.8301530945 
3.81 0.739399694 
3.87 0.6931915807 
3.93 0.6651295603 
3.99 0.6699627634 
4.05 0.7470078707 
4.11 0.8815451498 
4.17 0.9941606937 
4.23 1.1393424854 
4.29 1.2670062045 
4.35 1.3170633522 
4.41 1.3254915611 
4.47 1.2799076348 
4.53 1.1990734601 
4.59 1.1291090833 
4.65 1.0329767322 
4.71 0.9437930374 
4.77 0.8977576132 
4.83 0.8575561594 
4.89 0.8403091338 
4.95 0.803550166 
5.01 0.8085130097 
5.07 0.8364201197 
5.13 0.8633895317 
5.19 0.9028300704 
5.25 0.9857720013 
5.31 1.081152143 
5.37 1.1511306008 
5.43 1.1984335374 
5.49 1.2192787055 
5.55 1.2062289841 
5.61 1.1481273027 
5.67 1.1170319557 
5.73 1.045139341 
5.79 0.9771347603 
5.85 0.900531729 
5.91 0.8904000789 
5.97 0.8635799422 
6.03 0.8322036093 
6.09 0.8729624533 
6.15 0.8803681835 
6.21 0.922580609 
6.27 0.9650340913 
6.33 1.0036811912 
6.39 1.0617301089 
6.45 1.11099482 
6.51 1.1462177971 
6.57 1.1258507545 
6.63 1.1309828488 
6.69 1.1074038496 
6.75 1.0896571331 
6.81 1.0397087616 
6.87 0.9877608345 
6.93 0.9466247396 
6.99 0.9077630166 
7.05 0.8919522748 
7.11 0.8726055066 
7.17 0.8929237705 
7.23 0.9072446302 
7.29 0.9516030215 
7.35 0.9848970675 
7.41 1.0254428585 
7.47 1.0393152983 
7.53 1.080042949 
7.59 1.1133870532 
7.65 1.1042725045 
7.71 1.0859164068 
7.77 1.0690664511 
7.83 1.0553679412 
7.89 1.0123321243 
7.95 0.9912714779 
8.01 0.979740782 
8.07 0.9316167335 
8.13 0.9231233954 
8.19 0.9027088662 
8.25 0.9224513793 
8.31 0.9452504632 
8.37 0.9603014925 
8.43 0.969763699 
8.49 1.0229899227 
8.55 1.0480332391 
8.61 1.0593173648 
8.67 1.0800540305 
8.73 1.0865264636 
8.79 1.0695492198 
8.85 1.0531324667 
8.91 1.0331640477 
8.97 1.0009166823 
9.03 0.9702308278 
9.09 0.977654188 
9.15 0.9539125453 
9.21 0.9335746997 
9.27 0.9420371522 
9.33 0.9480410247 
9.39 0.9557581254 
9.45 0.9815497829 
9.51 0.9873444106 
9.57 1.0120801061 
9.63 1.0209512284 
9.69 1.0486415845 
9.75 1.0831114454 
9.81 1.0450511984 
9.87 1.0583927757 
9.93 1.0232967728 
9.99 1.0475080991 
10.05 1.0072244995 
10.11 0.9687201151 
10.17 0.9762981857 
10.23 0.9514278174 
10.29 0.9414770574 
10.35 0.9577657623 
10.41 0.9618627218 
10.47 0.9640282213 
10.53 0.9946225197 
10.59 0.9934726242 
10.65 1.0222525956 
10.71 1.0270334736 
10.77 1.0343394678 
10.83 1.025640097 
10.89 1.0563598545 
10.95 1.0359562099 
11.01 1.0372134814 
11.07 1.0168047218 
11.13 1.0094848832 
11.19 0.9770356178 
11.25 0.9615615226 
11.31 0.9723551014 
11.37 0.9556550444 
11.43 0.9645122164 
11.49 0.9808453327 
11.55 0.9766358124 
11.61 0.997647013 
11.67 0.9892615129 
11.73 1.0236989879 
11.79 1.03156754 
11.85 1.0114207006 
11.91 1.0343657883 
11.97 1.0192298464 
