# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0482667314 
1.11 5.0484392064 
1.17 5.295933032 
1.23 3.1947278639 
1.29 1.7482659117 
1.35 0.8075739231 
1.41 0.2986717956 
1.47 0.1079434555 
1.53 0.0374619239 
1.59 0.0117631185 
1.65 0.0032909135 
1.71 0.0077621937 
1.77 0.0286328068 
1.83 0.1167105391 
1.89 0.4657484204 
1.95 1.2883504467 
2.01 2.1503909451 
2.07 2.2466181514 
2.13 1.6369333388 
2.19 1.1573546732 
2.25 1.5472168909 
2.31 1.9089910175 
2.37 1.8919744093 
2.43 1.5637030584 
2.49 0.9687268688 
2.55 0.518157558 
2.61 0.236710407 
2.67 0.0808964881 
2.73 0.0329292261 
2.79 0.0240036164 
2.85 0.04890182 
2.91 0.2073313206 
2.97 0.6943421213 
3.03 1.5427831482 
3.09 2.437352785 
3.15 2.6249823582 
3.21 2.1915501888 
3.27 1.463131423 
3.33 0.8497408799 
3.39 0.6818209739 
3.45 0.8348745502 
3.51 1.0841106664 
3.57 1.131124767 
3.63 0.9465531525 
3.69 0.6471535332 
3.75 0.3668271589 
3.81 0.1928768992 
3.87 0.1518468876 
3.93 0.2662039195 
3.99 0.5531319034 
4.05 1.006003819 
4.11 1.4848478967 
4.17 1.9587380399 
4.23 2.2591511795 
4.29 2.1891606686 
4.35 1.7516107794 
4.41 1.1942185336 
4.47 0.7118533042 
4.53 0.4469733738 
4.59 0.4206251105 
4.65 0.594511192 
4.71 0.7594836801 
4.77 0.7942002271 
4.83 0.6760340334 
4.89 0.5344874247 
4.95 0.4637750331 
5.01 0.6115231093 
5.07 0.9777107136 
5.13 1.3300401212 
5.19 1.5486738828 
5.25 1.5930319788 
5.31 1.6117316039 
5.37 1.6172051495 
5.43 1.6101132716 
5.49 1.4055817281 
5.55 1.0791527994 
5.61 0.6953936841 
5.67 0.4211634105 
5.73 0.292085325 
5.79 0.3508507874 
5.85 0.4949402652 
5.91 0.6174221483 
5.97 0.7573511 
6.03 0.8907933456 
6.09 1.0597480011 
6.15 1.3327307855 
6.21 1.5586617801 
6.27 1.6116815884 
6.33 1.528160555 
6.39 1.2867351642 
6.45 1.1127539479 
6.51 1.0834064716 
6.57 1.1512019506 
6.63 1.1258597309 
6.69 0.9858065046 
6.75 0.7511733536 
6.81 0.4814269798 
6.87 0.3041260752 
6.93 0.2946151139 
6.99 0.4204349943 
7.05 0.711506392 
7.11 1.0649568907 
7.17 1.4084528429 
7.23 1.5879454225 
7.29 1.6803145546 
7.35 1.6184951422 
7.41 1.4847230898 
7.47 1.2428521808 
7.53 0.9784749738 
7.59 0.7908526202 
7.65 0.7685609441 
7.71 0.8067148741 
7.77 0.8810076171 
7.83 0.8932889806 
7.89 0.7821168078 
7.95 0.5914192422 
8.01 0.4676027914 
8.07 0.4988907975 
8.13 0.7302346822 
8.19 1.0640486398 
8.25 1.4010515769 
8.31 1.6235569318 
8.37 1.659637432 
8.43 1.5635873096 
8.49 1.4076375385 
8.55 1.2245918966 
8.61 1.0143161113 
8.67 0.8165539599 
8.73 0.6626309006 
8.79 0.5751922773 
8.85 0.5824730979 
8.91 0.68797698 
8.97 0.7814421485 
9.03 0.8087884606 
9.09 0.8440704395 
9.15 0.8732849605 
9.21 0.98249788 
9.27 1.1432758958 
9.33 1.3149192349 
9.39 1.4315532166 
9.45 1.4721353086 
9.51 1.3994687548 
9.57 1.2898237439 
9.63 1.1591784332 
9.69 1.01919263 
9.75 0.900731465 
9.81 0.7525993788 
9.87 0.5958153891 
9.93 0.5001658272 
9.99 0.4873176375 
10.05 0.585204102 
10.11 0.7900036977 
10.17 1.0156421363 
10.23 1.2148660811 
10.29 1.3425210758 
10.35 1.3656920096 
10.41 1.3455336658 
10.47 1.3074544764 
10.53 1.2339988068 
10.59 1.1616033843 
10.65 1.0797698369 
10.71 1.0258370441 
10.77 0.9577719444 
10.83 0.8969790429 
10.89 0.8332548677 
10.95 0.7189869617 
11.01 0.6177462119 
11.07 0.5420741992 
11.13 0.5562274609 
11.19 0.7155359616 
11.25 0.9949918536 
11.31 1.2857792083 
11.37 1.4960245814 
11.43 1.5303467603 
11.49 1.4728914454 
11.55 1.3089477881 
11.61 1.129185839 
11.67 1.0061772998 
11.73 0.9111219955 
11.79 0.8499898315 
11.85 0.8326520315 
11.91 0.7997850082 
11.97 0.8014716964 
