# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0580349985 
1.11 5.0332199668 
1.17 5.3016054043 
1.23 3.2020855974 
1.29 1.6996250196 
1.35 0.8142776358 
1.41 0.3234897958 
1.47 0.1046600044 
1.53 0.038250596 
1.59 0.0151782174 
1.65 0.0040222276 
1.71 0.0081150206 
1.77 0.0255650061 
1.83 0.1298981707 
1.89 0.4775597237 
1.95 1.281853002 
2.01 2.1644987584 
2.07 2.225632616 
2.13 1.6431649591 
2.19 1.1229177929 
2.25 1.533541317 
2.31 1.9672349629 
2.37 1.9184498316 
2.43 1.5095767855 
2.49 0.9670307487 
2.55 0.5195771678 
2.61 0.2286197193 
2.67 0.0881274591 
2.73 0.038012261 
2.79 0.0194623917 
2.85 0.0546176171 
2.91 0.217283224 
2.97 0.6902792652 
3.03 1.6047095239 
3.09 2.407869466 
3.15 2.6088934477 
3.21 2.1723788235 
3.27 1.4258612404 
3.33 0.8584375883 
3.39 0.6949910997 
3.45 0.8647789381 
3.51 1.0973462018 
3.57 1.101549564 
3.63 0.9359158564 
3.69 0.6515681733 
3.75 0.3642529332 
3.81 0.2020615135 
3.87 0.1559002953 
3.93 0.2705024834 
3.99 0.5709748681 
4.05 0.9997470205 
4.11 1.4987935764 
4.17 1.9690106356 
4.23 2.2360447655 
4.29 2.1715810024 
4.35 1.7284482962 
4.41 1.1992805208 
4.47 0.7053745483 
4.53 0.4527003867 
4.59 0.4381073417 
4.65 0.6115083474 
4.71 0.7587151016 
4.77 0.7733301781 
4.83 0.6864018872 
4.89 0.5320198004 
4.95 0.4770605728 
5.01 0.6253720966 
5.07 0.9786627201 
5.13 1.3148685609 
5.19 1.5279814979 
5.25 1.6117640674 
5.31 1.6060504915 
5.37 1.644956273 
5.43 1.5810021214 
5.49 1.3966800769 
5.55 1.0553455602 
5.61 0.699803078 
5.67 0.4239300221 
5.73 0.3103011726 
5.79 0.3522054237 
5.85 0.4938057908 
5.91 0.6344706765 
5.97 0.777866482 
6.03 0.8832891896 
6.09 1.0557852152 
6.15 1.3326326824 
6.21 1.5414652997 
6.27 1.6233248789 
6.33 1.4857460694 
6.39 1.3015588669 
6.45 1.1294976396 
6.51 1.0915621405 
6.57 1.1601096236 
6.63 1.1116636334 
6.69 0.9715573574 
6.75 0.7341906148 
6.81 0.4843506254 
6.87 0.3154550569 
6.93 0.2992293577 
6.99 0.4422724103 
7.05 0.7344416474 
7.11 1.078279459 
7.17 1.3749623284 
7.23 1.583856436 
7.29 1.6699693189 
7.35 1.6338452762 
7.41 1.4591567037 
7.47 1.2325139251 
7.53 0.9780743535 
7.59 0.8020608039 
7.65 0.7652485214 
7.71 0.8300344038 
7.77 0.89117966 
7.83 0.8821161261 
7.89 0.7540529763 
7.95 0.5870934502 
8.01 0.4820647334 
8.07 0.5101799493 
8.13 0.7408468325 
8.19 1.0782664041 
8.25 1.4062439071 
8.31 1.6164417999 
8.37 1.6431304405 
8.43 1.5560724715 
8.49 1.4089877563 
8.55 1.2057509356 
8.61 1.0177497202 
8.67 0.8146750647 
8.73 0.6503983527 
8.79 0.5837721144 
8.85 0.6071518505 
8.91 0.6984049775 
8.97 0.7814421485 
9.03 0.815002201 
9.09 0.8297337866 
9.15 0.8615479684 
9.21 0.9734576942 
9.27 1.1560324753 
9.33 1.3180232047 
9.39 1.4525638944 
9.45 1.4568763816 
9.51 1.4040365842 
9.57 1.2739365753 
9.63 1.1406335831 
9.69 1.0340113634 
9.75 0.8926251293 
9.81 0.7462646779 
9.87 0.5946539556 
9.93 0.5062416998 
9.99 0.4961351335 
10.05 0.6123991633 
10.11 0.806056802 
10.17 1.0122012926 
10.23 1.1931035885 
10.29 1.3168984304 
10.35 1.3660417685 
10.41 1.3507498112 
10.47 1.3060714755 
10.53 1.2439111341 
10.59 1.1703201098 
10.65 1.0788634194 
10.71 1.0226823557 
10.77 0.9326750367 
10.83 0.9073967239 
10.89 0.8327562444 
10.95 0.7244968625 
11.01 0.6033889416 
11.07 0.5505219672 
11.13 0.57162251 
11.19 0.7309023808 
11.25 0.9948309645 
11.31 1.2824718063 
11.37 1.484828143 
11.43 1.5317719591 
11.49 1.4572961242 
11.55 1.2995974148 
11.61 1.1319920443 
11.67 1.0163621178 
11.73 0.9149281955 
11.79 0.8541860486 
11.85 0.8247094048 
11.91 0.7966948837 
11.97 0.7972881765 
