# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0557365827 
1.11 5.0103911073 
1.17 5.348015723 
1.23 3.191294255 
1.29 1.7099144391 
1.35 0.7896973559 
1.41 0.3217782095 
1.47 0.119025103 
1.53 0.0354902437 
1.59 0.008727475 
1.65 0.0047535417 
1.71 0.0095263286 
1.77 0.0272693398 
1.83 0.1203371378 
1.89 0.4702175622 
1.95 1.299179521 
2.01 2.1711024157 
2.07 2.2337936575 
2.13 1.6284356749 
2.19 1.1080410606 
2.25 1.5611606133 
2.31 1.9688020645 
2.37 1.940852112 
2.43 1.4720856515 
2.49 0.951765668 
2.55 0.5172111515 
2.61 0.2390220321 
2.67 0.0985219799 
2.73 0.0307192109 
2.79 0.0224898749 
2.85 0.0482667314 
2.91 0.20567267 
2.97 0.7044992618 
3.03 1.6092892881 
3.09 2.4270043353 
3.15 2.6215347345 
3.21 2.1312167745 
3.27 1.4337949922 
3.33 0.8530021456 
3.39 0.7046017321 
3.45 0.8827915227 
3.51 1.0782664041 
3.57 1.1162526649 
3.63 0.9181316268 
3.69 0.6288409522 
3.75 0.374710725 
3.81 0.2036450677 
3.87 0.1562120959 
3.93 0.2838587354 
3.99 0.5733942531 
4.05 0.9943840503 
4.11 1.5183175279 
4.17 2.0043136406 
4.23 2.2149352021 
4.29 2.1319212755 
4.35 1.7191555635 
4.41 1.1772540362 
4.47 0.7141478635 
4.53 0.4672176983 
4.59 0.4625561762 
4.65 0.6118975952 
4.71 0.7542317268 
4.77 0.7691561683 
4.83 0.6596703123 
4.89 0.5401629606 
4.95 0.4766949157 
5.01 0.6436768451 
5.07 0.9840177569 
5.13 1.3374494879 
5.19 1.5217040328 
5.25 1.6126834337 
5.31 1.6112771149 
5.37 1.6203510258 
5.43 1.5874465745 
5.49 1.3596448116 
5.55 1.0564326487 
5.61 0.6962540537 
5.67 0.4342516115 
5.73 0.3253582027 
5.79 0.3690862753 
5.85 0.4970029461 
5.91 0.6285496308 
5.97 0.7506810743 
6.03 0.885790575 
6.09 1.0935307503 
6.15 1.3328288887 
6.21 1.5463230625 
6.27 1.5856044667 
6.33 1.4947055338 
6.39 1.2859798163 
6.45 1.1496087777 
6.51 1.0987910289 
6.57 1.1426616043 
6.63 1.111026629 
6.69 0.9606450359 
6.75 0.7234646744 
6.81 0.4855909599 
6.87 0.335566195 
6.93 0.3196887406 
6.99 0.449263836 
7.05 0.7356397578 
7.11 1.079637173 
7.17 1.3840502067 
7.23 1.5923682039 
7.29 1.6390991358 
7.35 1.6018316278 
7.41 1.4619250385 
7.47 1.2363100034 
7.53 0.9814395639 
7.59 0.8247156433 
7.65 0.7636711772 
7.71 0.8313647126 
7.77 0.8828711975 
7.83 0.8626984756 
7.89 0.7573411091 
7.95 0.5890666185 
8.01 0.4935137708 
8.07 0.5377673469 
8.13 0.7482679167 
8.19 1.06456431 
8.25 1.4006127884 
8.31 1.5970566957 
8.37 1.6618720029 
8.43 1.5486292033 
8.49 1.3900847078 
8.55 1.2035634083 
8.61 1.0099715449 
8.67 0.8203813392 
8.73 0.6584842742 
8.79 0.5957838863 
8.85 0.6131511052 
8.91 0.6948838355 
8.97 0.7789534792 
9.03 0.8131982119 
9.09 0.8263487436 
9.15 0.8716365065 
9.21 0.9932412893 
9.27 1.1595470431 
9.33 1.3172472123 
9.39 1.4396490741 
9.45 1.4547056556 
9.51 1.3882395073 
9.57 1.271919157 
9.63 1.1393805527 
9.69 1.0160794507 
9.75 0.8946053029 
9.81 0.7399914788 
9.87 0.6156820149 
9.93 0.5150517149 
9.99 0.5210173824 
10.05 0.608196836 
10.11 0.8019390912 
10.17 1.0044890568 
10.23 1.1949318738 
10.29 1.3200646154 
10.35 1.3638266287 
10.41 1.3518509974 
10.47 1.3005970969 
10.53 1.2381814651 
10.59 1.1474743127 
10.65 1.098011489 
10.71 1.0207106755 
10.77 0.9511055783 
10.83 0.8815475048 
10.89 0.8156922485 
10.95 0.7294006743 
11.01 0.631281501 
11.07 0.558424718 
11.13 0.58777647 
11.19 0.7414701638 
11.25 0.9930611843 
11.31 1.2618272163 
11.37 1.4725704309 
11.43 1.5242764693 
11.49 1.4628096216 
11.55 1.2989705741 
11.61 1.1345384158 
11.67 1.0102615669 
11.73 0.909424636 
11.79 0.8695380624 
11.85 0.8207890057 
11.91 0.797556066 
11.97 0.7818645969 
