# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0564435068 
1.11 4.0688996637 
1.17 4.1691066128 
1.23 2.7787766271 
1.29 1.9318214393 
1.35 1.3121968094 
1.41 0.8785796497 
1.47 0.6298269351 
1.53 0.4516020411 
1.59 0.375922067 
1.65 0.2895389199 
1.71 0.2827609565 
1.77 0.2858342115 
1.83 0.3052936976 
1.89 0.4841292652 
1.95 0.7053320389 
2.01 1.0096956396 
2.07 1.2635943413 
2.13 1.3243670972 
2.19 1.4530949897 
2.25 1.7419934633 
2.31 1.7671448234 
2.37 1.5946292665 
2.43 1.3946440998 
2.49 1.1952986524 
2.55 0.9823761556 
2.61 0.8116424363 
2.67 0.6656358466 
2.73 0.5456382149 
2.79 0.4877929862 
2.85 0.4541927113 
2.91 0.5200835567 
2.97 0.6241950996 
3.03 0.8203118438 
3.09 1.0448330646 
3.15 1.2431338195 
3.21 1.3752556273 
3.27 1.448156743 
3.33 1.3565169306 
3.39 1.3310153727 
3.45 1.264502146 
3.51 1.1755533982 
3.57 1.1013367171 
3.63 1.0120522142 
3.69 0.9037340775 
3.75 0.8443673276 
3.81 0.7631580534 
3.87 0.7005280567 
3.93 0.6583849745 
3.99 0.7037324253 
4.05 0.7275705688 
4.11 0.8439143325 
4.17 0.9834283213 
4.23 1.1499107434 
4.29 1.2301950385 
4.35 1.3130829424 
4.41 1.3283235257 
4.47 1.2587530285 
4.53 1.1801761978 
4.59 1.0896395134 
4.65 1.0266190145 
4.71 0.9849992578 
4.77 0.9142739831 
4.83 0.8524884888 
4.89 0.8216318189 
4.95 0.8140088141 
5.01 0.8049815152 
5.07 0.8161255351 
5.13 0.8632169309 
5.19 0.909358767 
5.25 0.9819793504 
5.31 1.0886200114 
5.37 1.1351382176 
5.43 1.1958022007 
5.49 1.2173569734 
5.55 1.1863554468 
5.61 1.1694156696 
5.67 1.0688319876 
5.73 1.0311517284 
5.79 0.968038596 
5.85 0.9342653491 
5.91 0.8712160439 
5.97 0.8415160277 
6.03 0.8505223478 
6.09 0.8688454856 
6.15 0.8836380401 
6.21 0.9194432436 
6.27 0.9622863697 
6.33 1.0120814666 
6.39 1.0728176546 
6.45 1.1074356894 
6.51 1.1249843704 
6.57 1.1410024402 
6.63 1.1108363692 
6.69 1.1009817459 
6.75 1.0638912688 
6.81 1.0119592399 
6.87 1.0001754529 
6.93 0.9409336991 
6.99 0.9141419717 
7.05 0.8867810934 
7.11 0.893122505 
7.17 0.8666978512 
7.23 0.9194847753 
7.29 0.950681899 
7.35 0.9795013428 
7.41 1.0394561964 
7.47 1.0539410896 
7.53 1.0903672279 
7.59 1.0926032911 
7.65 1.0994336721 
7.71 1.0848782684 
7.77 1.0434793322 
7.83 1.0336372116 
7.89 1.0255020418 
7.95 0.9719426403 
8.01 0.9664667959 
8.07 0.9406526113 
8.13 0.931843638 
8.19 0.9169863644 
8.25 0.9153985398 
8.31 0.9254011585 
8.37 0.9701459019 
8.43 0.9856179749 
8.49 1.0140664843 
8.55 1.0321408905 
8.61 1.0689345851 
8.67 1.0867125661 
8.73 1.0878538578 
8.79 1.0625855457 
8.85 1.050399894 
8.91 1.0109608222 
8.97 0.9860693061 
9.03 0.9826388718 
9.09 0.9526971515 
9.15 0.9661972855 
9.21 0.9498580758 
9.27 0.942228758 
9.33 0.9456976537 
9.39 0.9675951188 
9.45 0.9744535495 
9.51 0.9921693207 
9.57 1.0036211348 
9.63 1.042099126 
9.69 1.0360940244 
9.75 1.0515118205 
9.81 1.0616574413 
9.87 1.0486131509 
9.93 1.0382739604 
9.99 1.0133724078 
10.05 0.9955282577 
10.11 0.9818277941 
10.17 0.9665123108 
10.23 0.9609142671 
10.29 0.9546088854 
10.35 0.9609462133 
10.41 0.9725564944 
10.47 0.9774757826 
10.53 0.9701901841 
10.59 1.0077581954 
10.65 1.0115816526 
10.71 1.0300062692 
10.77 1.0188994397 
10.83 1.0414172117 
10.89 1.0427144296 
10.95 1.0246580341 
11.01 1.0218311595 
11.07 1.017925011 
11.13 1.0116582969 
11.19 0.9818191694 
11.25 0.9848703593 
11.31 0.9651394154 
11.37 0.9593470988 
11.43 0.9636696275 
11.49 0.9764388791 
11.55 0.9831933238 
11.61 0.9859560439 
11.67 1.0063411168 
11.73 1.0122228031 
11.79 1.0128339431 
11.85 1.0225266649 
11.91 1.0415885067 
11.97 1.025861339 
