# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0538630388 
1.11 3.4916779103 
1.17 3.7512194361 
1.23 2.7081246265 
1.29 1.9193773338 
1.35 1.4342354243 
1.41 1.0658848206 
1.47 0.8368007808 
1.53 0.6751517575 
1.59 0.566503464 
1.65 0.5106187271 
1.71 0.4547646913 
1.77 0.4351199118 
1.83 0.4635753336 
1.89 0.4981450971 
1.95 0.6090666691 
2.01 0.7630203077 
2.07 0.9213082216 
2.13 1.0714594538 
2.19 1.2935158846 
2.25 1.6031646998 
2.31 1.6846601496 
2.37 1.5297123062 
2.43 1.3995295557 
2.49 1.214829114 
2.55 1.1102495568 
2.61 0.9795680089 
2.67 0.8354467034 
2.73 0.7659031643 
2.79 0.7357193688 
2.85 0.6712035016 
2.91 0.700235836 
2.97 0.723054488 
3.03 0.7954758331 
3.09 0.8513574681 
3.15 0.9734952153 
3.21 1.0496111807 
3.27 1.1346337773 
3.33 1.2390711097 
3.39 1.2328425225 
3.45 1.2531077548 
3.51 1.1982765895 
3.57 1.1841947493 
3.63 1.1116943659 
3.69 1.0485389732 
3.75 0.9594591411 
3.81 0.9017817809 
3.87 0.8727568416 
3.93 0.8397506537 
3.99 0.834001618 
4.05 0.8370480512 
4.11 0.8628724673 
4.17 0.9172729618 
4.23 0.9650180224 
4.29 1.0168559586 
4.35 1.0521592881 
4.41 1.1098878961 
4.47 1.115085047 
4.53 1.1381373398 
4.59 1.120179325 
4.65 1.0890912245 
4.71 1.0621502656 
4.77 1.0569849181 
4.83 1.0030441202 
4.89 0.9625029568 
4.95 0.9377305416 
5.01 0.9193618179 
5.07 0.9053649393 
5.13 0.8962350138 
5.19 0.9438851956 
5.25 0.9389595022 
5.31 0.9784715944 
5.37 0.986434381 
5.43 1.0164307266 
5.49 1.0544066412 
5.55 1.0635381171 
5.61 1.0517186139 
5.67 1.0806345495 
5.73 1.0694641543 
5.79 1.0269232128 
5.85 1.0466733935 
5.91 1.0067756253 
5.97 0.9887163401 
6.03 0.9770852964 
6.09 0.9585818182 
6.15 0.9386813 
6.21 0.940058498 
6.27 0.9674085252 
6.33 0.9897727548 
6.39 0.9862060594 
6.45 0.9863162396 
6.51 0.9948564584 
6.57 1.0179253501 
6.63 1.0172437015 
6.69 1.0189363822 
6.75 1.0337830937 
6.81 1.0534976699 
6.87 1.0215368121 
6.93 1.039455835 
6.99 1.0204196993 
7.05 0.9975785327 
7.11 0.9995711292 
7.17 0.9809986561 
7.23 0.9603186884 
7.29 0.9643941741 
7.35 0.9837925609 
7.41 0.9697655943 
7.47 0.9879184977 
7.53 0.9986026876 
7.59 0.9927906064 
7.65 1.0158805189 
7.71 0.9950299516 
7.77 1.011002387 
7.83 1.0145146446 
7.89 1.0117541161 
7.95 1.031632624 
8.01 1.0179865125 
8.07 1.0203117719 
8.13 1.0026539778 
8.19 1.0068854248 
8.25 0.9965382265 
8.31 0.9909443692 
8.37 0.9819528367 
8.43 0.9782196476 
8.49 0.9860009343 
8.55 0.9643929732 
8.61 1.0054884693 
8.67 0.999393437 
8.73 0.9983362347 
8.79 1.0206645739 
8.85 1.0078241759 
8.91 1.0001040258 
8.97 0.983400483 
9.03 1.0048661985 
9.09 1.0270550065 
9.15 1.0225017506 
9.21 1.007532445 
9.27 0.9929363578 
9.33 1.0056276201 
9.39 0.9939760259 
9.45 0.9818563079 
9.51 1.0024232353 
9.57 0.990576344 
9.63 0.9839726966 
9.69 0.9807124309 
9.75 1.0052159144 
9.81 1.0077155404 
9.87 1.0063927909 
9.93 1.0124566572 
9.99 0.9965518499 
10.05 0.9924229425 
10.11 0.9970632328 
10.17 1.0185773544 
10.23 1.0185382628 
10.29 1.003950787 
10.35 1.0021486988 
10.41 0.9954138836 
10.47 0.995985054 
10.53 0.9897570327 
10.59 0.9929455078 
10.65 0.9857114596 
10.71 1.001001398 
10.77 1.0066995767 
10.83 0.9942873839 
10.89 0.9862888872 
10.95 1.0013924499 
11.01 1.0050002152 
11.07 1.0113487473 
11.13 1.0044021976 
11.19 1.0048140962 
11.25 0.9939842928 
11.31 1.0190086006 
11.37 0.9971726313 
11.43 0.9974683008 
11.49 1.0015249252 
11.55 1.0006427629 
11.61 0.9943969235 
11.67 0.9934179422 
11.73 0.9928034981 
11.79 1.0089141339 
11.85 0.9862591111 
11.91 1.0003549067 
11.97 0.9977030103 
