# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0388130721 
1.11 3.5328887011 
1.17 3.7554846088 
1.23 2.551925678 
1.29 1.93678519 
1.35 1.4724324159 
1.41 1.1419773175 
1.47 0.8390639337 
1.53 0.6925469719 
1.59 0.5790575574 
1.65 0.4753341161 
1.71 0.4396869315 
1.77 0.4257220736 
1.83 0.4522131931 
1.89 0.5038658446 
1.95 0.6282599465 
2.01 0.7468826764 
2.07 0.9293440544 
2.13 1.0593547734 
2.19 1.338329412 
2.25 1.5710052973 
2.31 1.623452151 
2.37 1.5156750288 
2.43 1.4279377125 
2.49 1.2492331279 
2.55 1.1020955501 
2.61 0.9706454636 
2.67 0.8672198442 
2.73 0.7966733392 
2.79 0.7139578154 
2.85 0.6601140525 
2.91 0.6842304454 
2.97 0.7322956956 
3.03 0.7729675452 
3.09 0.8632005691 
3.15 0.9526364895 
3.21 1.0737074137 
3.27 1.1387032999 
3.33 1.1861214876 
3.39 1.2379947002 
3.45 1.2567238795 
3.51 1.2527760191 
3.57 1.1662559345 
3.63 1.0935938187 
3.69 1.0401993468 
3.75 0.9772022597 
3.81 0.9052745208 
3.87 0.8832875201 
3.93 0.8414436994 
3.99 0.8423395497 
4.05 0.8236996402 
4.11 0.8810850662 
4.17 0.9142812039 
4.23 0.9429964212 
4.29 1.0238353322 
4.35 1.0395402598 
4.41 1.0697169323 
4.47 1.0944318782 
4.53 1.1377701395 
4.59 1.1357625379 
4.65 1.1107335366 
4.71 1.0741579494 
4.77 1.0486155225 
4.83 1.0021831381 
4.89 0.9767899771 
4.95 0.9488199908 
5.01 0.9191958081 
5.07 0.9140593299 
5.13 0.9101778884 
5.19 0.9228921632 
5.25 0.9443458061 
5.31 0.9632784226 
5.37 0.9712560847 
5.43 1.0262335546 
5.49 1.024259095 
5.55 1.0436070801 
5.61 1.0683231367 
5.67 1.0815146645 
5.73 1.0807858433 
5.79 1.0539286071 
5.85 1.0362948065 
5.91 0.9897474102 
5.97 0.9928957807 
6.03 0.9792921519 
6.09 0.964044601 
6.15 0.9670811088 
6.21 0.944478206 
6.27 0.9480417838 
6.33 0.9799183864 
6.39 0.9808695874 
6.45 0.9794820442 
6.51 1.0068657697 
6.57 1.0013418132 
6.63 1.0222615518 
6.69 1.0244065141 
6.75 1.0223239962 
6.81 1.0471468841 
6.87 1.0342485169 
6.93 1.0285344078 
6.99 1.0299385397 
7.05 1.0051287959 
7.11 0.9610855936 
7.17 0.9800706687 
7.23 0.987697204 
7.29 0.979111653 
7.35 0.9620662932 
7.41 0.9846936989 
7.47 0.9964916662 
7.53 0.9825870488 
7.59 1.0029815033 
7.65 1.0043561894 
7.71 1.0023653849 
7.77 1.0095038128 
7.83 1.0217376575 
7.89 1.018078897 
7.95 1.01541692 
8.01 1.0302389002 
8.07 1.0200025865 
8.13 0.9916054491 
8.19 0.9992690449 
8.25 0.9913967547 
8.31 0.978433709 
8.37 0.9757920316 
8.43 0.9906508807 
8.49 1.0028506274 
8.55 0.986960975 
8.61 0.981338972 
8.67 1.0051492065 
8.73 1.0128173023 
8.79 0.9896292554 
8.85 0.9998360134 
8.91 1.0102786888 
8.97 1.0016665489 
9.03 1.0201556384 
9.09 1.0158923597 
9.15 1.0251377672 
9.21 1.0050942111 
9.27 0.9974223809 
9.33 0.9992092894 
9.39 0.9779441545 
9.45 0.9793919859 
9.51 0.9866811151 
9.57 1.000136214 
9.63 0.9902774458 
9.69 1.0040586396 
9.75 0.9927616099 
9.81 0.9989830231 
9.87 1.0055501276 
9.93 0.9952026804 
9.99 0.9913068402 
10.05 1.0044227196 
10.11 1.0252804514 
10.17 1.0301084188 
10.23 0.979920313 
10.29 1.011225207 
10.35 1.0104256065 
10.41 0.9968519966 
10.47 0.9876441359 
10.53 0.9993931637 
10.59 0.9964796806 
10.65 0.9731382109 
10.71 0.9990599678 
10.77 0.9955020131 
10.83 0.9965144894 
10.89 1.0046949288 
10.95 1.0003290781 
11.01 0.9968417648 
11.07 0.9952705487 
11.13 1.0029076627 
11.19 1.0141048546 
11.25 1.0183810809 
11.31 1.0183467635 
11.37 0.9945392529 
11.43 0.9910649444 
11.49 0.9953721629 
11.55 1.0100759956 
11.61 0.9893823147 
11.67 0.993631749 
11.73 0.9957814831 
11.79 0.9833773616 
11.85 1.0035249623 
11.91 0.9916956391 
11.97 0.9918664581 
