# LAMMPS data file written by Ovito 3.7.11
9945 atoms
1 atom types
-58.36 58.36 xlo xhi
-58.36 58.36 ylo yhi
-0.5 0.5 zlo zhi

Atoms  # atomic

1 1 34.36563616 -33.94427696 0.0
2 1 26.76342912 55.39461168 0.0
3 1 -52.913074448 -29.74924344 0.0
4 1 45.41738608 -38.4685776 0.0
5 1 43.69284808 -37.36650736 0.0
6 1 -51.478819088 57.08915264 0.0
7 1 34.87792024 -52.59409036 0.0
8 1 -50.058861928 -19.02337576 0.0
9 1 47.9847592 -42.70341264 0.0
10 1 10.17308176 38.0501364 0.0
11 1 -49.710020864 -49.958821216 0.0
12 1 41.42427816 48.78989376 0.0
13 1 38.66034856 -44.11980984 0.0
14 1 49.60389904 -46.735003144 0.0
15 1 45.4455156 48.39573032 0.0
16 1 47.34198216 -47.395883456 0.0
17 1 53.2762604 55.78270568 0.0
18 1 45.91671424 47.25806048 0.0
19 1 38.90125864 -50.337274144 0.0
20 1 44.69360536 -45.882632 0.0
21 1 51.65256848 -54.943874056 0.0
22 1 37.5330668 48.41300488 0.0
23 1 -46.20512936 -55.89160544 0.0
24 1 34.1721144 44.12879728 0.0
25 1 -36.32162992 -42.83939144 0.0
26 1 34.6372436 -49.206840944 0.0
27 1 31.44705256 -48.538992448 0.0
28 1 23.67233336 -34.01897776 0.0
29 1 50.90696112 49.40745928 0.0
30 1 -50.57775236 -55.609761656 0.0
31 1 42.92564752 43.17916336 0.0
32 1 47.19071304 -51.784088576 0.0
33 1 -46.16229312 -17.11150216 0.0
34 1 38.94631256 -30.58694288 0.0
35 1 -56.56286216 -58.2112788776 0.0
36 1 -54.776660984 -24.6069104 0.0
37 1 30.60351712 -32.6419152 0.0
38 1 29.31376112 -36.845586 0.0
39 1 46.62964 -32.06018272 0.0
40 1 29.2815464 -45.59351656 0.0
41 1 -49.610050184 49.09966864 0.0
42 1 37.5394864 -44.39293464 0.0
43 1 36.20047456 -37.6953076 0.0
44 1 -57.4296237128 -49.10457088 0.0
45 1 36.53265968 -51.125916168 0.0
46 1 33.1566504 -42.4814112 0.0
47 1 23.67478448 -35.33079384 0.0
48 1 55.14646496 -39.4274324 0.0
49 1 -36.06437904 -37.96247968 0.0
50 1 51.14098472 -43.78318936 0.0
51 1 48.70422128 45.50621 0.0
52 1 53.02204424 -46.999443976 0.0
53 1 54.90485456 46.7650352 0.0
54 1 52.29137704 52.1895972 0.0
