# Radial distribution function (200 data points):
# "Pair separation distance" g(r)
0.03 0.0 
0.09 0.0 
0.15 0.0 
0.21 0.0 
0.27 0.0 
0.33 0.0 
0.39 0.0 
0.45 0.0 
0.51 0.0 
0.57 0.0 
0.63 0.0 
0.69 0.0 
0.75 0.0 
0.81 0.0 
0.87 0.0 
0.93 0.0 
0.99 0.0 
1.05 0.0466299944 
1.11 4.1568222932 
1.17 4.2278396961 
1.23 2.8719798888 
1.29 1.9090620759 
1.35 1.2834461314 
1.41 0.876922283 
1.47 0.6119565365 
1.53 0.4675963589 
1.59 0.3244796288 
1.65 0.2847782969 
1.71 0.2760681261 
1.77 0.2753800201 
1.83 0.3394280239 
1.89 0.475192895 
1.95 0.7161531977 
2.01 1.0274387942 
2.07 1.2677246047 
2.13 1.3682183351 
2.19 1.4909013547 
2.25 1.7827505227 
2.31 1.7807343185 
2.37 1.6206411812 
2.43 1.4209388844 
2.49 1.1815559274 
2.55 0.9545843544 
2.61 0.7635271602 
2.67 0.6382592896 
2.73 0.5468718633 
2.79 0.4756543805 
2.85 0.4717944446 
2.91 0.5150537235 
2.97 0.6495720615 
3.03 0.8212102237 
3.09 1.0769967844 
3.15 1.3081917338 
3.21 1.4132745412 
3.27 1.4260043546 
3.33 1.4040412328 
3.39 1.3235749305 
3.45 1.2632764482 
3.51 1.1694379068 
3.57 1.1043407368 
3.63 1.0095879819 
3.69 0.8941517858 
3.75 0.8106659327 
3.81 0.7562783381 
3.87 0.6905479735 
3.93 0.6643857754 
3.99 0.687545165 
4.05 0.7695624561 
4.11 0.8824341627 
4.17 1.0274571033 
4.23 1.1436614486 
4.29 1.2719461319 
4.35 1.3311747452 
4.41 1.3056067021 
4.47 1.2745126991 
4.53 1.1689070755 
4.59 1.1138250348 
4.65 0.9977741173 
4.71 0.9591531411 
4.77 0.9046516563 
4.83 0.8563457767 
4.89 0.8317909726 
4.95 0.8118174468 
5.01 0.8054499079 
5.07 0.8251775263 
5.13 0.8837598836 
5.19 0.9535192197 
5.25 1.0072078793 
5.31 1.0689038562 
5.37 1.1612007822 
5.43 1.1876671496 
5.49 1.2187462694 
5.55 1.1904285826 
5.61 1.1585482449 
5.67 1.0759181684 
5.73 1.0232035306 
5.79 0.9445720158 
5.85 0.9245159282 
5.91 0.8876797898 
5.97 0.8521961103 
6.03 0.8658941006 
6.09 0.8777622468 
6.15 0.8948647308 
6.21 0.9461158286 
6.27 0.9731925921 
6.33 1.0319652827 
6.39 1.0784268555 
6.45 1.095473069 
6.51 1.1384723238 
6.57 1.1066082944 
6.63 1.1138985158 
6.69 1.087632682 
6.75 1.0564206959 
6.81 1.0174959725 
6.87 0.9939303508 
6.93 0.9471519896 
6.99 0.9240720147 
7.05 0.8959948243 
7.11 0.9046729881 
7.17 0.9014850759 
7.23 0.9287734968 
7.29 0.9579183054 
7.35 1.0013020762 
7.41 1.033431017 
7.47 1.0442066542 
7.53 1.0803340918 
7.59 1.1014482781 
7.65 1.0796269763 
7.71 1.0841155504 
7.77 1.0492218993 
7.83 1.030729001 
7.89 0.9864912585 
7.95 0.9690266988 
8.01 0.9849410078 
8.07 0.9538929501 
8.13 0.9414600237 
8.19 0.9382211849 
8.25 0.9352066125 
8.31 0.938830956 
8.37 0.9698180724 
8.43 0.9959430713 
8.49 1.0321137706 
8.55 1.0520503295 
8.61 1.0392870069 
8.67 1.0592351336 
8.73 1.0696175002 
8.79 1.0562474028 
8.85 1.0267917692 
8.91 1.0275048972 
8.97 0.9930957478 
9.03 0.9857687642 
9.09 0.95996782 
9.15 0.9721218605 
9.21 0.9539663959 
9.27 0.9736486081 
9.33 0.9498424907 
9.39 0.9624510005 
9.45 0.9847203132 
9.51 1.0049412563 
9.57 1.0270467351 
9.63 1.022848343 
9.69 1.0292600033 
9.75 1.0370917632 
9.81 1.0402092048 
9.87 1.0444733743 
9.93 1.0230759968 
9.99 1.0197842465 
10.05 1.0174770734 
10.11 0.9813694227 
10.17 0.9707653263 
10.23 0.959285544 
10.29 0.9675404262 
10.35 0.9708278092 
10.41 0.963758087 
10.47 0.9904112699 
10.53 0.9861558753 
10.59 0.9963708564 
10.65 1.0271930028 
10.71 1.0236218557 
10.77 1.0132374227 
10.83 1.0419018907 
10.89 1.0281759427 
10.95 1.0253450499 
11.01 1.0156422021 
11.07 0.9964725882 
11.13 1.0144091997 
11.19 0.985002889 
11.25 0.9903375649 
11.31 0.9719674258 
11.37 0.9779573041 
11.43 0.965151559 
11.49 0.9720684779 
11.55 0.9901755937 
11.61 1.0031859996 
11.67 0.9952103573 
11.73 1.0165968893 
11.79 1.0132208481 
11.85 1.0228293238 
11.91 1.0215420577 
11.97 1.025517997 
